!exclamation-point	ˌɛkskləˈmeɪʃənˌpɔɪnt
"close-quote	ˈkloʊzˈkwoʊt
"double-quote	ˈdʌbəlˈkwoʊt
koehn	ˈkoʊn
koehne	ˈkoʊn
koehnen	ˈkoʊnən
koeki	ˈkoʊki
koelle	ˈkoʊl
koeller	ˈkoʊlɝ
koelling	ˈkoʊlɪŋ
koelsch	ˈkoʊlʃ
koelzer	ˈkoʊlzɝ
koen	ˈkoʊn
koeneman	ˈkɑːiːnmən
koenen	ˈkoʊnən
koenig	ˈkɝːnɪg
koenigs	ˈkɝːnɪgz
koenigsberg	ˈkoʊnɪgzbɝg
koenigsfeld	ˈkoʊnɪgzˌfɛld
koep	ˈkoʊp
koepke	ˈkoʊpk
koepp	ˈkoʊp
koeppe	ˈkoʊp
koeppel	ˈkoʊpəl
koeppen	ˈkoʊpən
koepsel	ˈkoʊpsɛl
koepsell	ˈkoʊpsɛl
koerber	ˈkɔrbɝ
koerner	ˈkɔrnɝ
koernke	ˈkɔrnəki
koester	ˈkɔstɝ
koesters	ˈkɔstɝz
koestler	ˈkoʊstlɝ
koestner	ˈkoʊstnɝ
koether	ˈkoʊðɝ
koetje	ˈkoʊdʒə
koetter	ˈkoʊtɝ
koetting	ˈkoʊtɪŋ
koff	ˈkɔf
koffler	ˈkɑːfəlɝ, ˈkɑːflɝ
koffman	ˈkɔfmən
kofi	ˈkoʊfi
kofler	ˈkoʊfəlɝ, ˈkoʊflɝ
kofoed	ˈkoʊfoʊd
kofron	ˈkɑːfrən
kofu	ˈkoʊfuː
koga	ˈkoʊgə
kogan	ˈkoʊgən
kogel	ˈkoʊgəl
koger	ˈkoʊgɝ
kogi	ˈkoʊgi
kogler	ˈkoʊgəlɝ, ˈkoʊglɝ
koglin	ˈkɑːglɪn
kogut	ˈkoʊgət
kogyo	ˈkoʊdʒjoʊ
koh	ˈkoʊ
kohan	ˈkoʊhɑːn
kohen	ˈkoʊən
kohl	ˈkoʊl
kohl's	ˈkoʊlz
kohlbeck	ˈkoʊlˌbɛk
kohlberg	ˈkoʊlbɝg
kohlberg's	ˈkoʊlbɝgz
kohlenberg	ˈkoʊlənbɝg
kohler	ˈkoʊlɝ
kohles	ˈkoʊhəlz
kohlhepp	ˈkoʊlhɪp
kohlhoff	ˈkoʊlˌhɔf
kohli	ˈkoʊli
kohlman	ˈkoʊlmən
kohlmann	ˈkoʊlmən
kohlmeier	ˈkoʊlmaɪɝ
kohlmeyer	ˈkoʊlmaɪɝ
kohlrabi	kɔlˈrɑːbi
kohls	ˈkoʊlz
kohn	ˈkɑːn
kohne	ˈkoʊn
kohnen	ˈkoʊnən
kohner	ˈkoʊnɝ
kohnke	ˈkɑːŋk
kohout	ˈkoʊaʊt
kohr	ˈkɔr
kohring	ˈkɔrɪŋ
kohrs	ˈkɔrz
kohtaro	koʊˈtɑːroʊ
kohtoro	koʊˈtɔroʊ
kohut	ˈkoʊət
koichi	koʊˈiːtʃi
koido	ˈkɔɪdoʊ
koike	ˈkɔɪk
koito	ˈkɔɪtoʊ, ˈkɔɪˌtoʊ, ˌkoʊˈiːˌtoʊ
koivisto	ˌkɔɪˈvɪstoʊ
kojak	ˈkoʊˌdʒæk
koji	ˈkoʊdʒi
kojima	kəˈjaɪmə
kok	ˈkɑːk
kokan	ˈkoʊkən
kokan's	ˈkoʊkənz
kokate	ˌkoʊˈkɑːˌteɪ, ˌkoʊˈkɑːteɪ
kokate's	ˌkoʊˈkɑːˌteɪz, ˌkoʊˈkɑːteɪz
koke	ˈkoʊk
koken	ˈkoʊkən
koker	ˈkoʊkɝ
kokes	ˈkoʊks
kokesh	ˈkɑːkɪʃ
koki	ˈkoʊki
kokinda	kəˈkɪndə
koko	ˈkoʊkoʊ
koko's	ˈkoʊkoʊz
kokomo	ˈkoʊkəˌmoʊ
kokoschka	kəˈkɔʃkə
kokoszka	kəˈkɑːʃkə
kokusai	ˈkɑːkjuːˌsaɪ
kol	ˈkoʊl
kolakowski	kələˈkɔfski
kolander	ˈkɑːləndɝ
kolar	ˈkoʊlɝ
kolarik	kəˈlɑːrɪk
kolasa	kəˈlɑːsə
kolasinski	kələˈsɪnski
kolb	ˈkoʊlb
kolbe	ˈkoʊlb
kolbeck	ˈkɑːlbɛk
kolber	ˈkoʊlbɝ
kolberg	ˈkoʊlbɝg
kolbert	ˈkoʊlbɝt
kolbo	ˈkoʊlboʊ
kolden	ˈkoʊldən
kole	ˈkoʊl
kolek	ˈkoʊlɛk
kolenda	kəˈlɛndə
kolesar	kəˈlɛsɝ
kolich	ˈkɑːlɪh
kolin	ˈkoʊlɪn
kolinski	kəˈlɪnski
kolk	ˈkoʊk
kolka	ˈkoʊlkə
kolker	ˈkoʊkɝ
koll	ˈkɑːl
kollar	ˈkɑːlɝ
kollasch	ˈkɑːləʃ
kollath	ˈkɑːləθ
kolle	ˈkɑːl
kollek	ˈkɔlɛk, ˈkoʊlɛk
koller	ˈkɑːlɝ
kolli	ˈkɑːli
kolling	ˈkɑːlɪŋ
kollman	ˈkɑːlmən
kollmann	ˈkɑːlmən
kollmeyer	ˈkɑːlmaɪɝ
kollmorgen	koʊlˈmɔrgən, kɔlˈmɔrgən
kolm	ˈkoʊm
kolman	ˈkɑːlmən
kolodny	kəˈlɑːdni
kolodziej	kəˈlɑːdziːdʒ
kolodziejski	kəˌlɑːdʒiːˈeɪski
kolojejchick	ˌkoʊloʊˈdʒeɪtʃɪk
kolokoff	ˈkɑːləˌkɔf
koloski	kəˈlaʊski
kolowich	ˈkɑːləwɪtʃ
kolp	ˈkoʊlp
kolski	ˈkoʊlski
kolsky	ˈkoʊlski
kolstad	ˈkoʊlstəd
kolter	ˈkoʊltɝ
kolterman	ˈkoʊltɝmən
kolton	ˈkoʊltən
kolts	ˈkoʊlts
koltz	ˈkoʊlts
komaba	koʊˈmɑːbə
komag	ˈkoʊmæg
koman	ˈkoʊmən
komansky	koʊˈmænski
komar	ˈkoʊmɝ
komara	koʊˈmɑːrə
komarek	koʊˈmɑːrɛk
komarik	koʊˈmɑːrɪk
komarik's	koʊˈmɑːrɪks
komatani	ˈkɔməˈtɑːˌniː
komatsu	koʊˈmɑːtˈsuː
kombat	ˈkɑːmbæt
komer	ˈkoʊmɝ
komercni	ˌkoʊˈmɝːtʃni
komi	ˈkoʊmi
komine	ˈkoʊˌmaɪn
komineft	ˈkɑːmɪnɛft
kominek	ˈkɔməˌnɛk
komisar	kəˈmɪsɝ, ˈkɑːmɪsɑːr
kommer	ˈkɑːmɝ
komodo	kəˈmoʊdoʊ, koʊˈmoʊdoʊ
komori	koʊˈmɔri
komorny	koʊˈmɔrni
komorowski	kəmɝˈɔfski
komoto	koʊˈmoʊtoʊ
komp	ˈkɑːmp
kompanek	ˌkɑːmˈpɑːˌnɛk
komsomol	ˈkɑːmsoʊməl
komsomol's	ˈkɑːmsoʊməlz
komura	ˌkoʊˈmʊrə
kon	ˈkɑːn
kona	ˈkoʊnə
konaga	kəˈnɑːgə
konarski	kəˈnɑːrski
konczal	ˈkɑːntʃəl
kondas	ˈkɑːndəz
kondo	ˈkɑːndoʊ
kondracki	kənˈdrɑːtski
kondrat	ˈkɑːndrət
konecny	kəˈnɛkni
konen	ˈkɑːnən
kong	ˈkɔŋ, ˈkɔŋg
kong's	ˈkɔŋz, ˈkɔŋgz
konger	ˈkɑːŋgɝ
kongers	ˈkɑːŋgɝz
kongsberg	ˈkɔŋzbɝg, ˈkɔŋgzbɝg
kongsberg's	ˈkɔŋzbɝgz, ˈkɔŋgzbɝgz
konica	ˈkɑːnɪkə
konicek	ˈkɑːnɪˌtʃɛk
konicki	kəˈnɪtski
konieczka	kəˈniːtʃkə
konieczny	kəˈniːtʃni
konig	ˈkɑːnɪg
koning	ˈkoʊnɪŋ
koninklijke	ˌkɑːnɪŋˈkliːki
konishi	koʊˈniːʃi
konishiroku	ˌkɑːˌnɪʃɪˈroʊˌkuː
konitzer	ˈkɑːnɪtzɝ
konkel	ˈkɑːŋkəl
konkle	ˈkɑːŋkəl
konkol	ˈkɑːŋkɔl
konner	ˈkɑːnɝ
kono	ˈkoʊnoʊ
konold	ˈkɑːnoʊld
konop	ˈkoʊnəp
konopka	kəˈnoʊpkə
konrad	ˈkɑːnrəd
konrath	ˈkɑːnrəθ
konstantin	ˈkɑːnstɪnˌtiːn
konsultat	ˌkɑːnsəlˈtɑːt
kontos	ˈkɑːntoʊz
kontra	ˈkɑːntrə
kontras	ˈkɑːntrəs
kontrollbank	ˈkɑːntrəlˌbæŋk
konwinski	kənˈvɪnski
konz	ˈkɑːnz
konzen	ˈkɑːnzən
konzi	ˈkɑːnzi
konzi's	ˈkɑːnziːz
koo	ˈkuː
koob	ˈkuːb
koogler	ˈkuːglɝ
kooi	ˈkuːi
kooiker	ˈkuːɪkɝ
kooiman	ˈkuːɪmən
kooistra	kuːˈɪztrə
kook	ˈkuːk
kooken	ˈkuːkən
kooker	ˈkʊkɝ
kooks	ˈkuːks
kooky	ˈkuːki
kool	ˈkuːl
koolhaas	ˈkuːlhɑːs
koon	ˈkuːn
koon's	ˈkuːnz
koonce	ˈkuːns
koone	ˈkuːn
koonig	ˈkuːnɪg
kooning	ˈkuːnɪŋ
koons	ˈkuːnz
koonts	ˈkuːnts
koontz	ˈkuːnts
koop	ˈkuːp
koop's	ˈkuːps
koopman	ˈkuːpmən
koopmann	ˈkuːpmən
koops	ˈkuːps
koor	ˈkuːr
koors	ˈkʊrz
koos	ˈkuːz
kooser	ˈkuːzɝ
kootenay	ˈkuːtəˌneɪ
kooy	ˈkuːi
kooyman	ˈkɑːɔɪmən
kopacz	ˈkɑːpətʃ
kopas	ˈkoʊpəz
kopchev	ˈkɑːptʃəv
kopczynski	kəpˈtʃɪnski
kope	ˈkoʊp
kopec	ˈkoʊpɪk
kopecky	kəˈpɛtski
kopek	ˈkoʊpək
kopeks	ˈkoʊpəks
kopel	ˈkoʊpəl
kopelman	ˈkoʊpəlmən
koper	ˈkoʊpɝ
kopera	kəˈpɪrə
koperski	kəˈpɝːski
kopetski	kəˈpɛtski
kopf	ˈkɔpf
kopinski	kəˈpɪnski
kopischke	kəˈpɪʃki
kopit	ˈkɑːpɪt
kopka	ˈkoʊpkə
kopke	ˈkoʊpk
kopko	ˈkoʊpkoʊ
koplan	ˈkɑːplən
koplin	ˈkɑːplɪn
koplovitz	ˈkɑːpləvɪts
kopp	ˈkɑːp
koppe	ˈkɑːp
koppel	ˈkɑːpəl
koppel's	ˈkɑːpəlz
koppell	ˈkɑːpəl
koppelman	ˈkɑːpəlmən
koppen	ˈkɑːpən
koppenhaver	ˈkɑːpɪnhəvɝ
kopper	ˈkɑːpɝ
koppers	ˈkɑːpɝz
koppers'	ˈkɑːpɝz
koppes	ˈkɑːps
kopple	ˈkɑːpəl
kopplin	ˈkɑːplɪn
kopriva	ˈkɑːprɪvə
koprowski	kəˈprɔfski
kops	ˈkɑːps
kopusovic	kəˈpuːsəvɪk
kopy	ˈkɑːpi
kora	ˈkɔrə
koral	ˈkɔrəl
koran	kɔˈrɑːn
koranda	kɝˈændə
koranic	kɔˈrænɪk
korb	ˈkɔrb
korba	ˈkɔrbə
korbel	ˈkɔrbəl
korber	ˈkɔrbɝ
korbren	ˈkɔrbrɛn
korby	ˈkɔrbi
korczak	ˈkɔrtʃæk
korda	ˈkɔrdə
kordell	kɔrˈdɛl
korea	ˌkɔˈriːə
korea's	ˌkɔˈriːəz
koreagate	ˌkɔˈriːəˌgeɪt
korean	ˌkɔˈriːən
korean's	ˌkɔˈriːənz
koreans	ˌkɔˈriːənz
koreans'	ˌkɔˈriːənz
koreas	ˈkɔriːəz
koreatown	ˌkɔˈriːəˌtaʊn
korell	ˈkɔrɛl
koren	ˈkɔrən
korenek	ˈkɔrɪnɪk
koresh	ˌkɔˈrɛʃ
koresh's	ˌkɔˈrɛʃəz
koret	ˈkɔrət
korey	ˈkɔri
korf	ˈkɔrf
korff	ˈkɔrf
korfhage	ˈkɔrfhɪdʒ
korhonen	ˈkɔrhənən
korinek	ˈkɔrɪnɪk
korman	ˈkɔrmən
kormos	ˈkɔrmoʊz
korn	ˈkɔrn
kornacki	kɝˈnɑːtski
kornberg	ˈkɔrnbɝg
kornblum	ˈkɔrnbləm
kornbluth	ˈkɔrnbluːθ
kornegay	ˈkɔrnɪgeɪ
korner	ˈkɔrnɝ
kornfeld	ˈkɔrnfɛld
kornhauser	ˈkɔrnhaʊzɝ
kornreich	ˈkɔrnraɪk
korns	ˈkɔnz
korol	ˈkɔrɔl
korologos	kɔˌrɑːˈloʊgoʊs
korona	kɝˈoʊnə
korotich	ˈkɔrətɪtʃ
korpela	kɝˈpiːlə
korpi	ˈkɔrpi
korry	ˈkɔri
korry's	ˈkɔriːz
korson	ˈkɔrsən
kort	ˈkɔrt
korte	ˈkɔrt
korten	ˈkɔrtən
korth	ˈkɔrθ
korthals	ˈkɔrθəlz
kortman	ˈkɔrtmən
kortum	ˈkɔrtəm
kortz	ˈkɔrts
koruna	kɔˈruːˌnɑː
korva	ˈkɔrˌvɑː
korver	ˈkɔrˌvɝː
kory	ˈkɔˌriː
koryagin	ˌkɔrˈjɑːgɪn
korzeniewski	kɝˌzɪniːˈɛfski, ˌkɔrzəˈnuːfski
kos	ˈkɑːs
kosa	ˈkoʊˌsɑː
kosak	ˈkoʊsək
kosakowski	kəsəˈkɔfˌskiː
kosan	ˈkoʊzən
kosanke	ˈkɑːsəŋk
kosanovich	kəˈsænəvɪtʃ
kosar	ˈkoʊsɝ
kosberg	ˈkɔzbɝg
kosbie	ˈkɑːzbi
kosch	ˈkɔʃ
koscheck	ˈkɔstʃɛk
koscheck's	ˈkɔstʃɛks
koscielniak	kəsˈtʃiːlniːæk
koscinski	kəsˈtʃɪnski
kosco	ˈkoʊskoʊ
kosecoff	ˈkoʊsəkɔf
kosek	ˈkoʊsɛk
kosel	ˈkoʊsəl
koser	ˈkoʊzɝ
kosh	ˈkɑːʃ
kosher	ˈkoʊʃɝ
koshered	ˈkoʊʃɝd
koshering	ˈkoʊʃɝɪŋ
koshers	ˈkoʊʃɝs
kosiba	koʊˈsiːbə
kosier	ˈkoʊsiːɝ
kosik	ˈkoʊsɪk
kosin	ˈkoʊsɪn
kosinski	kəˈsɪnski
koska	ˈkoʊskə
koskela	kəˈskiːlə
koskey	ˈkɑːski
koski	ˈkaʊski
koskinen	ˈkɑːskɪnən
kosko	ˈkoʊskoʊ
koskotas	ˌkɔˈskoʊtəs
kosky	ˈkɑːski
kosloski	kəˈslaʊski
koslosky	kəˈsloʊski
koslow	ˈkɑːsloʊ
koslow's	ˈkɑːzˌloʊz
koslowski	kəˈslɔfski
kosman	ˈkɑːsmən
kosmatka	kəˈsmɑːtkə
kosmetsky	ˌkɑːzˈmɛtski
kosmetsky's	ˌkɑːzˈmɛtskiːz
kosmicki	kəˈsmɪtski
kosnovsky	ˌkɑːzˈnɑːfski
kosnovsky's	ˌkɑːzˈnɑːfskiːz
kosovo	ˈkoʊsoʊˌvoʊ
kosowski	kəˈsɔfski
kosowsky	kəˈsaʊski
koss	ˈkɔs
kossman	ˈkɔsmən
kossow	ˈkɑːsoʊ
kossuth	ˈkɑːsəθ
kost	ˈkɑːst
kosta	ˈkoʊstə
kostal	ˈkɑːstəl
kostas	ˈkoʊstəz
kostecki	kəˈstɛtski
kostek	ˈkɑːstɛk
kostelecky	kəstɛˈlɛtski
kostelnik	kəˈstɛlnɪk
koster	ˈkɑːstɝ
kostic	ˈkɑːstɪk
kostick	ˈkoʊstɪk
kostka	ˈkɑːstkə
kostmayer	ˈkɔstˌmeɪɝ
kostoff	ˈkɑːstɔf
kostrzewa	kəstrəˈzɛwə
kostrzewski	ˌkɔstɝˈzɛwski
kosub	ˈkoʊsəb
kosy	ˈkoʊsi
kosyakov	ˈkoʊsjɑːkɔv
kosygin	ˈkoʊsɪgɪn, ˈkoʊsiːgɪn
kot	ˈkɑːt
kotara	koʊˈtɑːrə
kotarski	kəˈtɑːrski
kotas	ˈkoʊtəz
kotch	ˈkɑːtʃ
kote	ˈkoʊt
kotecki	kəˈtɛtski
kotek	ˈkoʊˌtɛk
koteles	ˈkɑːtɛlɛz
koth	ˈkɑːθ
kothari	ˈkɑːθɝi
kothe	ˈkoʊð
kotila	kəˈtaɪlə
kotlarz	ˈkɑːtlɝz
kotler	ˈkoʊtəlɝ, ˈkɑːtlɝ
kotlowitz	ˈkɑːtləwɪts
koto	ˈkoʊtoʊ
kotowski	kəˈtɔfski
kotsonis	ˌkætˈsoʊnəs, koʊtˈsoʊnəs
kotsonis'	ˌkætˈsoʊnəs, koʊtˈsoʊnəs
kotsonis's	ˌkætˈsoʊnəsɪz, koʊtˈsoʊnəsɪz
kott	ˈkɑːt
kotter	ˈkɑːtɝ
kottke	ˈkɑːtki
kottler	ˈkɑːtlɝ
kottwitz	ˈkɑːtwɪts
kotula	kəˈtuːlə
kotz	ˈkɑːts
kotzebue	ˈkɑːtsəˌbjuː
kouba	ˈkuːbə
koudelka	kaʊˈdɛlkə
kough	ˈkaʊ
kouns	ˈkaʊnz
kountz	ˈkaʊnts
kouri	koʊˈʊri
kouril	ˈkuːrəl
kourou	ˈkuːˌruː
koury	ˈkaʊri
kouyate	ˌkaʊˈjɑːˌteɪ
kovac	ˈkoʊvək
kovacevic	kəvəˈtʃɛvɪk
kovacevich	kəˈvɑːtʃɪvɪtʃ
kovach	ˈkoʊvɑːk
kovach's	ˈkoʊvɑːks
kovacic	kəˈvɑːkɪk
kovacich	kəˈvɑːtʃɪh
kovacik	ˈkɑːvətʃɪk
kovack	ˈkɑːvək
kovacs	ˈkoʊvæks
kovaks	ˈkoʊvæks
koval	ˈkoʊvəl
kovalchik	kəˈvɑːlhɪk
kovalcik	ˈkɑːvəltʃɪk
kovaleski	kəvəˈlɛski
kovalik	kəˈvɑːlɪk
kovalsky	kəˈvɑːlski
kovalyov	ˈkoʊvɑːljəv
kovar	ˈkoʊvɝ
kovarik	kəˈvɑːrɪk
kovatch	ˈkɑːvətʃ
kovats	ˈkoʊvəts
koven	ˈkoʊvən
kover	ˈkoʊvɝ
koversada	ˌkəvɝˈsɑːtə
kovich	ˈkɑːvɪtʃ
kowabunga	ˌkaʊəˈbʌŋgə
kowal	ˈkaʊəl
kowalchuk	kaʊˈɑːlhək
kowalczyk	ˈkaʊəltʃɪk
kowaleski	kaʊəˈlɛski
kowalewski	kaʊəˈlɛfski
kowalik	kaʊˈɑːlɪk
kowalke	ˈkɑːˌwɔk
kowalkowski	ˈkɑːwɔˌkɔfski
kowall	ˈkaʊəl
kowalski	kəˈwɑːlski
kowalsky	kaʊˈɑːlski
kowitz	ˈkɑːwɪts
kownacki	ˌkaʊˈnɑːki
kowtow	ˈkaʊˈtaʊ, ˈkoʊˈtoʊ
koyama	koʊˈjɑːmə
koyo	ˈkɔɪoʊ
koza	ˈkoʊzə
kozak	ˈkoʊzək
kozakiewicz	kəˈzɑːkəvɪtʃ
kozar	ˈkoʊzɝ
kozberg	ˈkɑːzbɝg
kozel	ˈkoʊzəl
kozemchak	ˌkoʊˈzɛmˌtʃæk
kozicki	kəˈzɪtski
koziel	ˈkɑːziːl
kozik	ˈkoʊzɪk
kozikowski	kəzɪˈkɔfski
kozinski	kəˈzɪnski
koziol	ˈkɑːziːɔl
kozlik	ˈkɑːzlɪk
kozloff	ˈkɑːzlɔf
kozloski	kəzˈlaʊski
kozlow	ˈkɑːzloʊ
kozlowski	kəzˈlɔfski
kozma	ˈkoʊzmə
kozminski	kəzˈmɪnski
koznovsky	ˌkɑːzˈnɑːfski
koznovsky's	ˌkɑːzˈnɑːfskiːz
kozo	ˈkoʊzoʊ
kozol	ˈkoʊzəl
kozub	ˈkoʊzəb
kozuch	ˈkɑːzəh
kozyrev	ˈkɑːzɝˌɛv
kozyrev's	ˈkɑːzɝˌɛvz
kraai	ˈkrɑːi
kraatz	ˈkrɑːts
krabbe	ˈkræb
krabbenhoft	ˈkræbɪnhəft
krabill	ˈkræbəl
krach	ˈkrætʃ
kracht	ˈkrækt
krack	ˈkræk
kracke	ˈkræk
kraeger	ˈkrɛgɝ
kraemer	ˈkrɛmɝ
kraeutler	ˈkraʊtlɝ
krafft	ˈkræft
kraft	ˈkræft
kraft's	ˈkræfts
kraftwerk	ˈkræftwɝk
krage	ˈkreɪdʒ
krager	ˈkreɪgɝ
kragh	ˈkræg
kragt	ˈkrægt
krah	ˈkrɑː
krahenbuhl	ˈkrɑːɪnbəl
krahl	ˈkrɑːl
krahn	ˈkræn
krain	ˈkreɪn
krajewski	kraɪˈɛfski
krajicek	ˈkraɪɪtʃɛk
krajina	ˈkraɪnə, kraɪˈiːnə
krajina's	ˈkraɪnəz, kraɪˈiːnəz
kraker	ˈkreɪkɝ
krakow	ˈkrɑːkaʊ, ˈkrɑːkɑːv, ˈkrækaʊ
krakower	ˈkrækoʊɝ
krakowski	krəˈkɔfski
kral	ˈkræl
kralicek	ˈkrɑːlɪtʃɛk
kralik	ˈkrɑːlɪk
krall	ˈkrɔl
kram	ˈkræm
kramar	ˈkræmɝ
kramer	ˈkreɪmɝ
kramer's	ˈkreɪmɝz
kramlich	ˈkræmlɪk
kramm	ˈkræm
kramme	ˈkræm
krammer	ˈkræmɝ
krammes	ˈkræmz
kramp	ˈkræmp
krampe	ˈkræmp
krandall	ˈkrændəl
krane	ˈkreɪn
kraner	ˈkreɪnɝ
kranich	ˈkrænɪtʃ
krans	ˈkrænz
krantz	ˈkrænts
kranz	ˈkrænz
kranzler	ˈkrænzlɝ
krapels	ˈkræpəlz
krapf	ˈkræpf
krapp	ˈkræp
kraprayoon	ˈkræprɑːjuːn
kras	ˈkræs
krasinski	krəˈsɪnski
kraska	ˈkrɑːskə
krasner	ˈkræsnɝ
krasnoff	ˈkræsnɔf
krasnow	ˈkrɑːsnoʊ
krasnoyarsk	ˌkræsnɔˈjɑːrsk
krasny	ˈkræzni
krasowski	krəˈsɔfski
krass	ˈkræs
kraszewski	krəˈʃɛfski
krat	ˈkræt
kratky	ˈkrætki
kratochvil	ˈkrætəkvəl
kratt	ˈkræt
kratz	ˈkræts
kratzer	ˈkreɪtzɝ
kratzke	ˈkrætski
krauer	ˈkraʊr
kraus	ˈkraʊs
krause	ˈkrɔs
krauser	ˈkraʊsɝ
kraushaar	ˈkraʊˌʃɑːr
krauskopf	ˈkraʊskɔf
krauss	ˈkraʊs
krausse	ˈkrɔs
krausz	ˈkraʊʃ
kraut	ˈkraʊt
krauter	ˈkraʊtɝ
krauth	ˈkrɔθ
krauthammer	ˈkraʊtˌhæmɝ
krauze	ˈkraʊz
kravchuk	ˈkrɑːvˌtʃʊk
kravchuk's	ˈkrɑːvˌtʃʊkz
kravetz	ˈkrævɪts
kravis	ˈkrævɪs
kravitz	ˈkrævɪts
krawccykiewi	ˌkraʊtʃɪˈkuːi
krawchuk	ˈkrɔtʃək
krawczak	ˈkrɑːvtʃæk
krawczyk	ˈkrɑːvtʃɪk
krawiec	ˈkrɑːviːk
krawitz	ˈkrɑːwɪts
kray	ˈkreɪ
kraynak	ˈkreɪnək
kreager	ˈkriːgɝ
kreamer	ˈkriːmɝ
krebbs	ˈkrɛbz
krebs	ˈkrɛbz
krebs's	ˈkrɛbzɪz
krebsbach	ˈkrɛbzbɑːk
krech	ˈkrɛk
krecko	ˈkrɛkoʊ
kredietbank	krɛdiːtˈbæŋk
kredit	ˈkrɛtɪt
kreditanstalt	krɛˈdɪˌtənˌstɔlt
kreeger	ˈkriːgɝ
kreft	ˈkrɛft
kreg	ˈkrɛg
kregel	ˈkrɛgəl
kreger	ˈkriːgɝ
kreh	ˈkrɛ
krehbiel	ˈkrɛbiːl
kreher	ˈkrɛr
kreicher	ˈkraɪkɝ
kreider	ˈkraɪdɝ
kreidler	ˈkraɪdəlɝ, ˈkraɪdlɝ
kreifels	ˈkraɪfəlz
kreig	ˈkriːg
kreiger	ˈkraɪgɝ
kreiling	ˈkraɪlɪŋ
kreimer	ˈkraɪmɝ
krein	ˈkreɪn
kreiner	ˈkraɪnɝ
kreis	ˈkriːz
kreisberg	ˈkraɪsbɝg
kreischer	ˈkraɪʃɝ
kreisel	ˈkraɪsəl
kreiser	ˈkraɪsɝ
kreisher	ˈkriːɪʃɝ
kreisler	ˈkraɪslɝ
kreisman	ˈkraɪsmən
kreiss	ˈkraɪs
kreiter	ˈkraɪtɝ
kreitman	ˈkraɪtmən
kreitner	ˈkraɪtnɝ
kreitz	ˈkriːts
kreitzberg	ˈkraɪtsbɝg
kreitzer	ˈkraɪtzɝ
krejci	ˈkrɛdʒsi
krell	ˈkrɛl
kremer	ˈkriːmɝ
kremers	ˈkriːmɝz
kremlin	ˈkrɛmlən, ˈkrɛmlɪn
kremlin's	ˈkrɛmlɪnz
kremlinologist	ˌkrɛmlɪˈnɑːlədʒɪst
kremlinologists	ˌkrɛmlɪˈnɑːlədʒɪsts
krempa	ˈkrɛmpə
krempasky	krɪmˈpɑːski
krempler	ˈkrɛmplɝ
kremplers	ˈkrɛmplɝz
kren	ˈkrɛn
krenek	ˈkrɛnɪk
krengel	ˈkrɛŋgəl
krenik	ˈkrɛnɪk
krenke	ˈkrɛŋk
krenn	ˈkrɛn
krentz	ˈkrɛnts
krenwinkle	ˈkrɛnˌwɪŋkəl
krenwinkle's	ˈkrɛnˌwɪŋkəlz
krenz	ˈkrɛnz
krenzer	ˈkrɛnzɝ
krepps	ˈkrɛps
kreps	ˈkrɛps
kresa	ˈkriːsɝ
kresge	ˈkrɛsgi
kreslovsky	krɛˈslɔvski
kress	ˈkrɛs
kresse	ˈkrɛs
kresser	ˈkrɛsɝ
kressin	ˈkrɛsɪn
kressler	ˈkrɛslɝ
kretchman	ˈkrɛtʃmən
kretchmer	ˈkrɛtʃmɝ
kretsch	ˈkrɛtʃ
kretschmar	ˈkrɛtʃmɝ
kretschmer	ˈkrɛtʃmɝ
kretz	ˈkrɛts
kretzer	ˈkrɛtzɝ
kretzschmar	ˈkrɛtʃmɝ
kreuger	ˈkrɔɪgɝ
kreul	ˈkruːl
kreuser	ˈkrɔɪsɝ
kreuter	ˈkrɔɪtɝ
kreutz	ˈkruːts
kreuzer	ˈkruːzɝ
krewson	ˈkruːsən
krey	ˈkreɪ
kribs	ˈkrɪbz
krichbaum	ˈkrɪkbaʊm
krick	ˈkrɪk
krider	ˈkraɪdɝ
kridler	ˈkrɪdlɝ
kriebel	ˈkriːbəl
krieg	ˈkriːg
kriegel	ˈkriːgəl
krieger	ˈkriːgɝ
krieger's	ˈkriːgɝz
krienke	ˈkriːŋk
krier	ˈkraɪɝ
kriese	ˈkriːz
kriesel	ˈkriːsəl
kriete	ˈkriːt
krigbaum	ˈkrɪgˌbaʊm
kriger	ˈkraɪgɝ
krigsten	ˈkrɪgstɪn
krikalev	ˈkrɪkəˌlɛv
krikalev's	ˈkrɪkəˌlɛvz
krikorian	krɪˈkɔriːən
krill	ˈkrɪl
krim	ˈkrɪm
kriminyok	krɪˈmɪnjɔk
krimmel	ˈkrɪməl
kriner	ˈkraɪnɝ
kring	ˈkrɪŋ
kringen	ˈkrɪŋən
kringley	ˈkrɪŋgli
krings	ˈkrɪŋz
krinke	ˈkrɪŋk
krinsky	ˈkrɪnski
kris	ˈkrɪs
krisch	ˈkrɪʃ
krischer	ˈkrɪʃɝ
krise	ˈkraɪz
krisher	ˈkrɪʃɝ
krishna	ˈkrɪʃnə, ˈkriːʃnə
krishnan	ˈkrɪʃnən
krisko	ˈkrɪskoʊ
krispies	ˈkrɪspiːz
kriss	ˈkrɪs
krist	ˈkrɪst
krista	ˈkrɪstə
kristall	ˈkrɪstəl
kristallnacht	ˈkrɪstəlˌnɑːkt
kristen	ˈkrɪstən
kristensen	ˈkrɪstənsən
